year,primary_topic,topic_bucket,count
2011,Machine Learning and Algorithms,Core ML / Deep Learning,530
2011,Machine Learning and Data Classification,Core ML / Deep Learning,295
2011,Machine Learning and ELM,Core ML / Deep Learning,132
2011,Machine Learning in Healthcare,Core ML / Deep Learning,109
2011,Mathematical Control Systems and Analysis,Robotics,140
2011,Metaheuristic Optimization Algorithms Research,ML Theory & Optimization,1714
2011,Multi-Agent Systems and Negotiation,Reinforcement Learning,1379
2011,Natural Language Processing Techniques,NLP,2602
2011,Neural Networks and Applications,Core ML / Deep Learning,2989
2011,Neural Networks and Reservoir Computing,Core ML / Deep Learning,162
2011,Organizational and Employee Performance,Applied / Interdisciplinary AI,104
2011,Privacy-Preserving Technologies in Data,AI Ethics & Fairness,745
2011,"Psychiatry, Mental Health, Neuroscience",Healthcare AI,182
2011,Quantum Computing Algorithms and Architecture,ML Theory & Optimization,1051
2011,Quantum Information and Cryptography,ML Theory & Optimization,2929
2011,Reinforcement Learning in Robotics,Robotics,457
2011,Security and Verification in Computing,Applied / Interdisciplinary AI,705
2011,Seismology and Earthquake Studies,Applied / Interdisciplinary AI,434
2011,Semantic Web and Ontologies,NLP,4033
2011,Sentiment Analysis and Opinion Mining,NLP,382
2011,Solar Radiation and Photovoltaics,Applied / Interdisciplinary AI,506
2011,Speech Recognition and Synthesis,NLP,1408
2011,Speech and dialogue systems,NLP,752
2011,Statistical and Computational Modeling,Applied / Interdisciplinary AI,205
2011,Stochastic Gradient Optimization Techniques,ML Theory & Optimization,66
2011,Target Tracking and Data Fusion in Sensor Networks,Robotics,1327
2011,Text Readability and Simplification,NLP,103
2011,Text and Document Classification Technologies,NLP,622
2011,Topic Modeling,NLP,682
2011,Wireless Signal Modulation Classification,Core ML / Deep Learning,145
2012,AI and Multimedia in Education,Applied / Interdisciplinary AI,12
2012,AI in Service Interactions,Applied / Interdisciplinary AI,73
2012,AI in cancer detection,Healthcare AI,769
2012,AI-based Problem Solving and Planning,Robotics,615
2012,Advanced Clustering Algorithms Research,Core ML / Deep Learning,799
2012,Advanced Computational Techniques and Applications,Applied / Interdisciplinary AI,2018
2012,Advanced Graph Neural Networks,Core ML / Deep Learning,54
2012,Advanced Software Engineering Methodologies,Applied / Interdisciplinary AI,1644
2012,Advanced Technologies in Various Fields,Applied / Interdisciplinary AI,31
2012,Advanced Text Analysis Techniques,NLP,783
2012,Adversarial Robustness in Machine Learning,Core ML / Deep Learning,33
2012,Algorithms and Data Compression,ML Theory & Optimization,1342
2012,Anomaly Detection Techniques and Applications,Applied / Interdisciplinary AI,702
2012,Artificial Intelligence Applications,Applied / Interdisciplinary AI,92
2012,Artificial Intelligence in Games,Applied / Interdisciplinary AI,800
2012,Authorship Attribution and Profiling,Applied / Interdisciplinary AI,246
2012,Bayesian Methods and Mixture Models,ML Theory & Optimization,1003
2012,Bayesian Modeling and Causal Inference,ML Theory & Optimization,1210
2012,Coding theory and cryptography,ML Theory & Optimization,1405
2012,Cognitive Computing and Networks,Applied / Interdisciplinary AI,310
2012,Cognitive Science and Mapping,Applied / Interdisciplinary AI,586
2012,Computational Physics and Python Applications,Applied / Interdisciplinary AI,587
2012,Computer Science and Engineering,Applied / Interdisciplinary AI,245
2012,Cryptographic Implementations and Security,Applied / Interdisciplinary AI,1097
2012,Cryptography and Data Security,Applied / Interdisciplinary AI,1900
2012,Data Analysis with R,Applied / Interdisciplinary AI,275
2012,Data Stream Mining Techniques,Applied / Interdisciplinary AI,322
2012,Diverse Interdisciplinary Research Studies,Applied / Interdisciplinary AI,23
2012,Domain Adaptation and Few-Shot Learning,Applied / Interdisciplinary AI,163
2012,Edcuational Technology Systems,Applied / Interdisciplinary AI,379
2012,Educational Robotics and Engineering,Robotics,2148
2012,Educational Technology and Pedagogy,Applied / Interdisciplinary AI,194
2012,Evolutionary Algorithms and Applications,ML Theory & Optimization,1080
2012,Experience-Based Knowledge Management,Applied / Interdisciplinary AI,41
2012,Explainable Artificial Intelligence (XAI),AI Ethics & Fairness,24
2012,Fuzzy Logic and Control Systems,Robotics,1276
2012,Gaussian Processes and Bayesian Inference,ML Theory & Optimization,293
2012,Geochemistry and Geologic Mapping,Applied / Interdisciplinary AI,1430
2012,Hate Speech and Cyberbullying Detection,NLP,226
2012,Imbalanced Data Classification Techniques,Core ML / Deep Learning,380
2012,Intelligent Tutoring Systems and Adaptive Learning,Applied / Interdisciplinary AI,651
2012,Internet Traffic Analysis and Secure E-voting,Applied / Interdisciplinary AI,858
2012,Intuitionistic Fuzzy Systems Applications,Applied / Interdisciplinary AI,83
2012,"Law, AI, and Intellectual Property",AI Ethics & Fairness,230
2012,Linguistic Studies and Language Acquisition,NLP,991
2012,"Logic, Reasoning, and Knowledge",Applied / Interdisciplinary AI,1225
2012,"Logic, programming, and type systems",Applied / Interdisciplinary AI,1535
2012,Machine Learning and Algorithms,Core ML / Deep Learning,582
2012,Machine Learning and Data Classification,Core ML / Deep Learning,334
2012,Machine Learning and ELM,Core ML / Deep Learning,248
2012,Machine Learning in Healthcare,Core ML / Deep Learning,138
2012,Mathematical Control Systems and Analysis,Robotics,130
2012,Metaheuristic Optimization Algorithms Research,ML Theory & Optimization,2025
2012,Multi-Agent Systems and Negotiation,Reinforcement Learning,1153
2012,Natural Language Processing Techniques,NLP,3308
2012,Neural Networks and Applications,Core ML / Deep Learning,2659
2012,Neural Networks and Reservoir Computing,Core ML / Deep Learning,210
2012,Organizational and Employee Performance,Applied / Interdisciplinary AI,102
2012,Privacy-Preserving Technologies in Data,AI Ethics & Fairness,937
2012,"Psychiatry, Mental Health, Neuroscience",Healthcare AI,160
2012,Quantum Computing Algorithms and Architecture,ML Theory & Optimization,1173
2012,Quantum Information and Cryptography,ML Theory & Optimization,2965
2012,Reinforcement Learning in Robotics,Robotics,587
2012,Security and Verification in Computing,Applied / Interdisciplinary AI,730
2012,Seismology and Earthquake Studies,Applied / Interdisciplinary AI,456
2012,Semantic Web and Ontologies,NLP,3516
2012,Sentiment Analysis and Opinion Mining,NLP,595
2012,Solar Radiation and Photovoltaics,Applied / Interdisciplinary AI,644
2012,Speech Recognition and Synthesis,NLP,1464
2012,Speech and dialogue systems,NLP,727
2012,Statistical and Computational Modeling,Applied / Interdisciplinary AI,202
2012,Stochastic Gradient Optimization Techniques,ML Theory & Optimization,92
2012,Target Tracking and Data Fusion in Sensor Networks,Robotics,1412
2012,Text Readability and Simplification,NLP,124
2012,Text and Document Classification Technologies,NLP,696
2012,Topic Modeling,NLP,868
2012,Wireless Signal Modulation Classification,Core ML / Deep Learning,156
2013,AI and Multimedia in Education,Applied / Interdisciplinary AI,14
2013,AI in Service Interactions,Applied / Interdisciplinary AI,92
2013,AI in cancer detection,Healthcare AI,799
2013,AI-based Problem Solving and Planning,Robotics,647
2013,Advanced Clustering Algorithms Research,Core ML / Deep Learning,753
2013,Advanced Computational Techniques and Applications,Applied / Interdisciplinary AI,1901
2013,Advanced Graph Neural Networks,Core ML / Deep Learning,104
2013,Advanced Software Engineering Methodologies,Applied / Interdisciplinary AI,1422
2013,Advanced Technologies in Various Fields,Applied / Interdisciplinary AI,44
2013,Advanced Text Analysis Techniques,NLP,840
2013,Adversarial Robustness in Machine Learning,Core ML / Deep Learning,45
2013,Algorithms and Data Compression,ML Theory & Optimization,1504
2013,Anomaly Detection Techniques and Applications,Applied / Interdisciplinary AI,802
2013,Artificial Intelligence Applications,Applied / Interdisciplinary AI,81
2013,Artificial Intelligence in Games,Applied / Interdisciplinary AI,753
2013,Authorship Attribution and Profiling,Applied / Interdisciplinary AI,248
2013,Bayesian Methods and Mixture Models,ML Theory & Optimization,1139
2013,Bayesian Modeling and Causal Inference,ML Theory & Optimization,1641
2013,Coding theory and cryptography,ML Theory & Optimization,1459
2013,Cognitive Computing and Networks,Applied / Interdisciplinary AI,250
2013,Cognitive Science and Mapping,Applied / Interdisciplinary AI,678
2013,Computational Physics and Python Applications,Applied / Interdisciplinary AI,543
2013,Computer Science and Engineering,Applied / Interdisciplinary AI,260
2013,Cryptographic Implementations and Security,Applied / Interdisciplinary AI,935
2013,Cryptography and Data Security,Applied / Interdisciplinary AI,2185
2013,Data Analysis with R,Applied / Interdisciplinary AI,385
2013,Data Stream Mining Techniques,Applied / Interdisciplinary AI,420
2013,Diverse Interdisciplinary Research Studies,Applied / Interdisciplinary AI,37
2013,Domain Adaptation and Few-Shot Learning,Applied / Interdisciplinary AI,183
2013,Edcuational Technology Systems,Applied / Interdisciplinary AI,438
2013,Educational Robotics and Engineering,Robotics,2263
2013,Educational Technology and Pedagogy,Applied / Interdisciplinary AI,242
2013,Evolutionary Algorithms and Applications,ML Theory & Optimization,1093
2013,Experience-Based Knowledge Management,Applied / Interdisciplinary AI,39
2013,Explainable Artificial Intelligence (XAI),AI Ethics & Fairness,35
2013,Fuzzy Logic and Control Systems,Robotics,1173
2013,Gaussian Processes and Bayesian Inference,ML Theory & Optimization,302
2013,Geochemistry and Geologic Mapping,Applied / Interdisciplinary AI,1691
2013,Hate Speech and Cyberbullying Detection,NLP,265
2013,Imbalanced Data Classification Techniques,Core ML / Deep Learning,428
2013,Intelligent Tutoring Systems and Adaptive Learning,Applied / Interdisciplinary AI,660
2013,Internet Traffic Analysis and Secure E-voting,Applied / Interdisciplinary AI,831
2013,Intuitionistic Fuzzy Systems Applications,Applied / Interdisciplinary AI,71
2013,"Law, AI, and Intellectual Property",AI Ethics & Fairness,204
2013,Linguistic Studies and Language Acquisition,NLP,1023
2013,"Logic, Reasoning, and Knowledge",Applied / Interdisciplinary AI,1370
2013,"Logic, programming, and type systems",Applied / Interdisciplinary AI,1534
2013,Machine Learning and Algorithms,Core ML / Deep Learning,545
2013,Machine Learning and Data Classification,Core ML / Deep Learning,310
2013,Machine Learning and ELM,Core ML / Deep Learning,336
2013,Machine Learning in Healthcare,Core ML / Deep Learning,170
2013,Mathematical Control Systems and Analysis,Robotics,175
2013,Metaheuristic Optimization Algorithms Research,ML Theory & Optimization,1956
2013,Multi-Agent Systems and Negotiation,Reinforcement Learning,995
2013,Natural Language Processing Techniques,NLP,3194
2013,Neural Networks and Applications,Core ML / Deep Learning,2665
2013,Neural Networks and Reservoir Computing,Core ML / Deep Learning,223
2013,Organizational and Employee Performance,Applied / Interdisciplinary AI,145
2013,Privacy-Preserving Technologies in Data,AI Ethics & Fairness,996
2013,"Psychiatry, Mental Health, Neuroscience",Healthcare AI,192
2013,Quantum Computing Algorithms and Architecture,ML Theory & Optimization,1343
2013,Quantum Information and Cryptography,ML Theory & Optimization,3227
2013,Reinforcement Learning in Robotics,Robotics,515
2013,Security and Verification in Computing,Applied / Interdisciplinary AI,763
2013,Seismology and Earthquake Studies,Applied / Interdisciplinary AI,552
2013,Semantic Web and Ontologies,NLP,3600
2013,Sentiment Analysis and Opinion Mining,NLP,723
2013,Solar Radiation and Photovoltaics,Applied / Interdisciplinary AI,763
2013,Speech Recognition and Synthesis,NLP,1477
2013,Speech and dialogue systems,NLP,697
2013,Statistical and Computational Modeling,Applied / Interdisciplinary AI,281
2013,Stochastic Gradient Optimization Techniques,ML Theory & Optimization,129
2013,Target Tracking and Data Fusion in Sensor Networks,Robotics,1491
2013,Text Readability and Simplification,NLP,161
2013,Text and Document Classification Technologies,NLP,687
2013,Topic Modeling,NLP,1012
2013,Wireless Signal Modulation Classification,Core ML / Deep Learning,179
2014,AI and Multimedia in Education,Applied / Interdisciplinary AI,18
2014,AI in Service Interactions,Applied / Interdisciplinary AI,104
2014,AI in cancer detection,Healthcare AI,849
2014,AI-based Problem Solving and Planning,Robotics,575
2014,Advanced Clustering Algorithms Research,Core ML / Deep Learning,871
2014,Advanced Computational Techniques and Applications,Applied / Interdisciplinary AI,1633
2014,Advanced Graph Neural Networks,Core ML / Deep Learning,127
2014,Advanced Software Engineering Methodologies,Applied / Interdisciplinary AI,1406
2014,Advanced Technologies in Various Fields,Applied / Interdisciplinary AI,44
2014,Advanced Text Analysis Techniques,NLP,947
2014,Adversarial Robustness in Machine Learning,Core ML / Deep Learning,52
2014,Algorithms and Data Compression,ML Theory & Optimization,1409
2014,Anomaly Detection Techniques and Applications,Applied / Interdisciplinary AI,920
2014,Artificial Intelligence Applications,Applied / Interdisciplinary AI,66
2014,Artificial Intelligence in Games,Applied / Interdisciplinary AI,872
2014,Authorship Attribution and Profiling,Applied / Interdisciplinary AI,345
2014,Bayesian Methods and Mixture Models,ML Theory & Optimization,1147
2014,Bayesian Modeling and Causal Inference,ML Theory & Optimization,1013
2014,Coding theory and cryptography,ML Theory & Optimization,1520
2014,Cognitive Computing and Networks,Applied / Interdisciplinary AI,270
2014,Cognitive Science and Mapping,Applied / Interdisciplinary AI,713
2014,Computational Physics and Python Applications,Applied / Interdisciplinary AI,729
2014,Computer Science and Engineering,Applied / Interdisciplinary AI,311
2014,Cryptographic Implementations and Security,Applied / Interdisciplinary AI,1062
2014,Cryptography and Data Security,Applied / Interdisciplinary AI,2298
2014,Data Analysis with R,Applied / Interdisciplinary AI,462
2014,Data Stream Mining Techniques,Applied / Interdisciplinary AI,450
2014,Diverse Interdisciplinary Research Studies,Applied / Interdisciplinary AI,37
2014,Domain Adaptation and Few-Shot Learning,Applied / Interdisciplinary AI,242
2014,Edcuational Technology Systems,Applied / Interdisciplinary AI,557
2014,Educational Robotics and Engineering,Robotics,2270
2014,Educational Technology and Pedagogy,Applied / Interdisciplinary AI,236
2014,Evolutionary Algorithms and Applications,ML Theory & Optimization,1053
2014,Experience-Based Knowledge Management,Applied / Interdisciplinary AI,62
2014,Explainable Artificial Intelligence (XAI),AI Ethics & Fairness,39
2014,Fuzzy Logic and Control Systems,Robotics,1118
2014,Gaussian Processes and Bayesian Inference,ML Theory & Optimization,398
2014,Geochemistry and Geologic Mapping,Applied / Interdisciplinary AI,2686
2014,Hate Speech and Cyberbullying Detection,NLP,302
2014,Imbalanced Data Classification Techniques,Core ML / Deep Learning,465
2014,Intelligent Tutoring Systems and Adaptive Learning,Applied / Interdisciplinary AI,606
2014,Internet Traffic Analysis and Secure E-voting,Applied / Interdisciplinary AI,833
2014,Intuitionistic Fuzzy Systems Applications,Applied / Interdisciplinary AI,72
2014,"Law, AI, and Intellectual Property",AI Ethics & Fairness,295
2014,Linguistic Studies and Language Acquisition,NLP,997
2014,"Logic, Reasoning, and Knowledge",Applied / Interdisciplinary AI,1265
2014,"Logic, programming, and type systems",Applied / Interdisciplinary AI,1613
2014,Machine Learning and Algorithms,Core ML / Deep Learning,640
2014,Machine Learning and Data Classification,Core ML / Deep Learning,374
2014,Machine Learning and ELM,Core ML / Deep Learning,523
2014,Machine Learning in Healthcare,Core ML / Deep Learning,221
2014,Mathematical Control Systems and Analysis,Robotics,176
2014,Metaheuristic Optimization Algorithms Research,ML Theory & Optimization,2240
2014,Multi-Agent Systems and Negotiation,Reinforcement Learning,1060
2014,Natural Language Processing Techniques,NLP,4745
2014,Neural Networks and Applications,Core ML / Deep Learning,2754
2014,Neural Networks and Reservoir Computing,Core ML / Deep Learning,264
2014,Organizational and Employee Performance,Applied / Interdisciplinary AI,204
2014,Privacy-Preserving Technologies in Data,AI Ethics & Fairness,1128
2014,"Psychiatry, Mental Health, Neuroscience",Healthcare AI,179
2014,Quantum Computing Algorithms and Architecture,ML Theory & Optimization,1438
2014,Quantum Information and Cryptography,ML Theory & Optimization,3254
2014,Reinforcement Learning in Robotics,Robotics,476
2014,Security and Verification in Computing,Applied / Interdisciplinary AI,822
2014,Seismology and Earthquake Studies,Applied / Interdisciplinary AI,548
2014,Semantic Web and Ontologies,NLP,3634
2014,Sentiment Analysis and Opinion Mining,NLP,1129
2014,Solar Radiation and Photovoltaics,Applied / Interdisciplinary AI,967
2014,Speech Recognition and Synthesis,NLP,1687
2014,Speech and dialogue systems,NLP,853
2014,Statistical and Computational Modeling,Applied / Interdisciplinary AI,769
2014,Stochastic Gradient Optimization Techniques,ML Theory & Optimization,182
2014,Target Tracking and Data Fusion in Sensor Networks,Robotics,1448
2014,Text Readability and Simplification,NLP,226
2014,Text and Document Classification Technologies,NLP,785
2014,Topic Modeling,NLP,1331
2014,Wireless Signal Modulation Classification,Core ML / Deep Learning,174
2015,AI and Multimedia in Education,Applied / Interdisciplinary AI,17
2015,AI in Service Interactions,Applied / Interdisciplinary AI,71
2015,AI in cancer detection,Healthcare AI,952
2015,AI-based Problem Solving and Planning,Robotics,524
2015,Advanced Clustering Algorithms Research,Core ML / Deep Learning,781
2015,Advanced Computational Techniques and Applications,Applied / Interdisciplinary AI,1223
2015,Advanced Graph Neural Networks,Core ML / Deep Learning,190
2015,Advanced Software Engineering Methodologies,Applied / Interdisciplinary AI,1304
2015,Advanced Technologies in Various Fields,Applied / Interdisciplinary AI,50
2015,Advanced Text Analysis Techniques,NLP,969
2015,Adversarial Robustness in Machine Learning,Core ML / Deep Learning,71
2015,Algorithms and Data Compression,ML Theory & Optimization,1367
2015,Anomaly Detection Techniques and Applications,Applied / Interdisciplinary AI,1081
2015,Artificial Intelligence Applications,Applied / Interdisciplinary AI,82
2015,Artificial Intelligence in Games,Applied / Interdisciplinary AI,797
2015,Authorship Attribution and Profiling,Applied / Interdisciplinary AI,301
2015,Bayesian Methods and Mixture Models,ML Theory & Optimization,1142
2015,Bayesian Modeling and Causal Inference,ML Theory & Optimization,1009
2015,Coding theory and cryptography,ML Theory & Optimization,1577
2015,Cognitive Computing and Networks,Applied / Interdisciplinary AI,265
2015,Cognitive Science and Mapping,Applied / Interdisciplinary AI,690
2015,Computational Physics and Python Applications,Applied / Interdisciplinary AI,748
2015,Computer Science and Engineering,Applied / Interdisciplinary AI,451
2015,Cryptographic Implementations and Security,Applied / Interdisciplinary AI,1120
2015,Cryptography and Data Security,Applied / Interdisciplinary AI,2571
2015,Data Analysis with R,Applied / Interdisciplinary AI,431
2015,Data Stream Mining Techniques,Applied / Interdisciplinary AI,500
2015,Diverse Interdisciplinary Research Studies,Applied / Interdisciplinary AI,33
2015,Domain Adaptation and Few-Shot Learning,Applied / Interdisciplinary AI,345
2015,Edcuational Technology Systems,Applied / Interdisciplinary AI,796
2015,Educational Robotics and Engineering,Robotics,2237
2015,Educational Technology and Pedagogy,Applied / Interdisciplinary AI,303
2015,Evolutionary Algorithms and Applications,ML Theory & Optimization,1009
2015,Experience-Based Knowledge Management,Applied / Interdisciplinary AI,34
2015,Explainable Artificial Intelligence (XAI),AI Ethics & Fairness,39
2015,Fuzzy Logic and Control Systems,Robotics,1094
2015,Gaussian Processes and Bayesian Inference,ML Theory & Optimization,430
2015,Geochemistry and Geologic Mapping,Applied / Interdisciplinary AI,1996
2015,Hate Speech and Cyberbullying Detection,NLP,352
2015,Imbalanced Data Classification Techniques,Core ML / Deep Learning,511
2015,Intelligent Tutoring Systems and Adaptive Learning,Applied / Interdisciplinary AI,597
2015,Internet Traffic Analysis and Secure E-voting,Applied / Interdisciplinary AI,842
2015,Intuitionistic Fuzzy Systems Applications,Applied / Interdisciplinary AI,96
2015,"Law, AI, and Intellectual Property",AI Ethics & Fairness,295
2015,Linguistic Studies and Language Acquisition,NLP,1076
2015,"Logic, Reasoning, and Knowledge",Applied / Interdisciplinary AI,1279
2015,"Logic, programming, and type systems",Applied / Interdisciplinary AI,1459
2015,Machine Learning and Algorithms,Core ML / Deep Learning,661
2015,Machine Learning and Data Classification,Core ML / Deep Learning,508
2015,Machine Learning and ELM,Core ML / Deep Learning,662
2015,Machine Learning in Healthcare,Core ML / Deep Learning,312
2015,Mathematical Control Systems and Analysis,Robotics,203
2015,Metaheuristic Optimization Algorithms Research,ML Theory & Optimization,2042
2015,Multi-Agent Systems and Negotiation,Reinforcement Learning,894
2015,Natural Language Processing Techniques,NLP,4079
2015,Neural Networks and Applications,Core ML / Deep Learning,2598
2015,Neural Networks and Reservoir Computing,Core ML / Deep Learning,287
2015,Organizational and Employee Performance,Applied / Interdisciplinary AI,274
2015,Privacy-Preserving Technologies in Data,AI Ethics & Fairness,1254
2015,"Psychiatry, Mental Health, Neuroscience",Healthcare AI,139
2015,Quantum Computing Algorithms and Architecture,ML Theory & Optimization,1362
2015,Quantum Information and Cryptography,ML Theory & Optimization,3094
2015,Reinforcement Learning in Robotics,Robotics,477
2015,Security and Verification in Computing,Applied / Interdisciplinary AI,834
2015,Seismology and Earthquake Studies,Applied / Interdisciplinary AI,546
2015,Semantic Web and Ontologies,NLP,3392
2015,Sentiment Analysis and Opinion Mining,NLP,1384
2015,Solar Radiation and Photovoltaics,Applied / Interdisciplinary AI,929
2015,Speech Recognition and Synthesis,NLP,1661
2015,Speech and dialogue systems,NLP,711
2015,Statistical and Computational Modeling,Applied / Interdisciplinary AI,284
2015,Stochastic Gradient Optimization Techniques,ML Theory & Optimization,275
2015,Target Tracking and Data Fusion in Sensor Networks,Robotics,1535
2015,Text Readability and Simplification,NLP,200
2015,Text and Document Classification Technologies,NLP,815
2015,Topic Modeling,NLP,1825
2015,Wireless Signal Modulation Classification,Core ML / Deep Learning,171
2016,AI and Multimedia in Education,Applied / Interdisciplinary AI,31
2016,AI in Service Interactions,Applied / Interdisciplinary AI,148
2016,AI in cancer detection,Healthcare AI,1173
2016,AI-based Problem Solving and Planning,Robotics,536
2016,Advanced Clustering Algorithms Research,Core ML / Deep Learning,965
2016,Advanced Computational Techniques and Applications,Applied / Interdisciplinary AI,1096
2016,Advanced Graph Neural Networks,Core ML / Deep Learning,314
2016,Advanced Software Engineering Methodologies,Applied / Interdisciplinary AI,1234
2016,Advanced Technologies in Various Fields,Applied / Interdisciplinary AI,83
2016,Advanced Text Analysis Techniques,NLP,1042
2016,Adversarial Robustness in Machine Learning,Core ML / Deep Learning,172
2016,Algorithms and Data Compression,ML Theory & Optimization,1372
2016,Anomaly Detection Techniques and Applications,Applied / Interdisciplinary AI,1365
2016,Artificial Intelligence Applications,Applied / Interdisciplinary AI,111
2016,Artificial Intelligence in Games,Applied / Interdisciplinary AI,781
2016,Authorship Attribution and Profiling,Applied / Interdisciplinary AI,418
2016,Bayesian Methods and Mixture Models,ML Theory & Optimization,1175
2016,Bayesian Modeling and Causal Inference,ML Theory & Optimization,1005
2016,Coding theory and cryptography,ML Theory & Optimization,1623
2016,Cognitive Computing and Networks,Applied / Interdisciplinary AI,268
2016,Cognitive Science and Mapping,Applied / Interdisciplinary AI,688
2016,Computational Physics and Python Applications,Applied / Interdisciplinary AI,859
2016,Computer Science and Engineering,Applied / Interdisciplinary AI,879
2016,Cryptographic Implementations and Security,Applied / Interdisciplinary AI,1181
2016,Cryptography and Data Security,Applied / Interdisciplinary AI,2644
2016,Data Analysis with R,Applied / Interdisciplinary AI,568
2016,Data Stream Mining Techniques,Applied / Interdisciplinary AI,618
2016,Diverse Interdisciplinary Research Studies,Applied / Interdisciplinary AI,52
2016,Domain Adaptation and Few-Shot Learning,Applied / Interdisciplinary AI,463
2016,Edcuational Technology Systems,Applied / Interdisciplinary AI,1360
2016,Educational Robotics and Engineering,Robotics,2335
2016,Educational Technology and Pedagogy,Applied / Interdisciplinary AI,430
2016,Evolutionary Algorithms and Applications,ML Theory & Optimization,961
2016,Experience-Based Knowledge Management,Applied / Interdisciplinary AI,44
2016,Explainable Artificial Intelligence (XAI),AI Ethics & Fairness,82
2016,Fuzzy Logic and Control Systems,Robotics,1043
2016,Gaussian Processes and Bayesian Inference,ML Theory & Optimization,472
2016,Geochemistry and Geologic Mapping,Applied / Interdisciplinary AI,2397
2016,Hate Speech and Cyberbullying Detection,NLP,490
2016,Imbalanced Data Classification Techniques,Core ML / Deep Learning,602
2016,Intelligent Tutoring Systems and Adaptive Learning,Applied / Interdisciplinary AI,629
2016,Internet Traffic Analysis and Secure E-voting,Applied / Interdisciplinary AI,928
2016,Intuitionistic Fuzzy Systems Applications,Applied / Interdisciplinary AI,127
2016,"Law, AI, and Intellectual Property",AI Ethics & Fairness,353
2016,Linguistic Studies and Language Acquisition,NLP,1429
2016,"Logic, Reasoning, and Knowledge",Applied / Interdisciplinary AI,1233
2016,"Logic, programming, and type systems",Applied / Interdisciplinary AI,1383
2016,Machine Learning and Algorithms,Core ML / Deep Learning,656
2016,Machine Learning and Data Classification,Core ML / Deep Learning,568
2016,Machine Learning and ELM,Core ML / Deep Learning,711
2016,Machine Learning in Healthcare,Core ML / Deep Learning,364
2016,Mathematical Control Systems and Analysis,Robotics,228
2016,Metaheuristic Optimization Algorithms Research,ML Theory & Optimization,2204
2016,Multi-Agent Systems and Negotiation,Reinforcement Learning,824
2016,Natural Language Processing Techniques,NLP,4949
2016,Neural Networks and Applications,Core ML / Deep Learning,2911
2016,Neural Networks and Reservoir Computing,Core ML / Deep Learning,364
2016,Organizational and Employee Performance,Applied / Interdisciplinary AI,470
2016,Privacy-Preserving Technologies in Data,AI Ethics & Fairness,1392
2016,"Psychiatry, Mental Health, Neuroscience",Healthcare AI,201
2016,Quantum Computing Algorithms and Architecture,ML Theory & Optimization,1434
2016,Quantum Information and Cryptography,ML Theory & Optimization,3308
2016,Reinforcement Learning in Robotics,Robotics,678
2016,Security and Verification in Computing,Applied / Interdisciplinary AI,890
2016,Seismology and Earthquake Studies,Applied / Interdisciplinary AI,586
2016,Semantic Web and Ontologies,NLP,3289
2016,Sentiment Analysis and Opinion Mining,NLP,1701
2016,Solar Radiation and Photovoltaics,Applied / Interdisciplinary AI,1113
2016,Speech Recognition and Synthesis,NLP,1890
2016,Speech and dialogue systems,NLP,830
2016,Statistical and Computational Modeling,Applied / Interdisciplinary AI,323
2016,Stochastic Gradient Optimization Techniques,ML Theory & Optimization,353
2016,Target Tracking and Data Fusion in Sensor Networks,Robotics,1496
2016,Text Readability and Simplification,NLP,246
2016,Text and Document Classification Technologies,NLP,832
2016,Topic Modeling,NLP,2549
2016,Wireless Signal Modulation Classification,Core ML / Deep Learning,202
2017,AI and Multimedia in Education,Applied / Interdisciplinary AI,36
2017,AI in Service Interactions,Applied / Interdisciplinary AI,231
2017,AI in cancer detection,Healthcare AI,1399
2017,AI-based Problem Solving and Planning,Robotics,565
2017,Advanced Clustering Algorithms Research,Core ML / Deep Learning,1004
2017,Advanced Computational Techniques and Applications,Applied / Interdisciplinary AI,1076
2017,Advanced Graph Neural Networks,Core ML / Deep Learning,490
2017,Advanced Software Engineering Methodologies,Applied / Interdisciplinary AI,1033
2017,Advanced Technologies in Various Fields,Applied / Interdisciplinary AI,193
2017,Advanced Text Analysis Techniques,NLP,1200
2017,Adversarial Robustness in Machine Learning,Core ML / Deep Learning,405
2017,Algorithms and Data Compression,ML Theory & Optimization,1376
2017,Anomaly Detection Techniques and Applications,Applied / Interdisciplinary AI,1649
2017,Artificial Intelligence Applications,Applied / Interdisciplinary AI,111
2017,Artificial Intelligence in Games,Applied / Interdisciplinary AI,894
2017,Authorship Attribution and Profiling,Applied / Interdisciplinary AI,439
2017,Bayesian Methods and Mixture Models,ML Theory & Optimization,1231
2017,Bayesian Modeling and Causal Inference,ML Theory & Optimization,1050
2017,Coding theory and cryptography,ML Theory & Optimization,1779
2017,Cognitive Computing and Networks,Applied / Interdisciplinary AI,300
2017,Cognitive Science and Mapping,Applied / Interdisciplinary AI,783
2017,Computational Physics and Python Applications,Applied / Interdisciplinary AI,958
2017,Computer Science and Engineering,Applied / Interdisciplinary AI,1053
2017,Cryptographic Implementations and Security,Applied / Interdisciplinary AI,1227
2017,Cryptography and Data Security,Applied / Interdisciplinary AI,2804
2017,Data Analysis with R,Applied / Interdisciplinary AI,635
2017,Data Stream Mining Techniques,Applied / Interdisciplinary AI,721
2017,Diverse Interdisciplinary Research Studies,Applied / Interdisciplinary AI,50
2017,Domain Adaptation and Few-Shot Learning,Applied / Interdisciplinary AI,742
2017,Edcuational Technology Systems,Applied / Interdisciplinary AI,1861
2017,Educational Robotics and Engineering,Robotics,2443
